word,creole_word,creole name
share,"separe, pataje",Haitian
shark,rèkin,Haitian
sharp,"file, pwenti",Haitian
shave,"fè bab, raze",Haitian
she,li,Haitian
sheep,mouton,Haitian
sheet,dra,Haitian
shelf,etajè,Haitian
shell,koki,Haitian
shelter,"n ladesant, tonnèl",Haitian
shift,v chanje,Haitian
shine,klere,Haitian
ship,bato,Haitian
shirt,chemiz,Haitian
shirt long-sleeved,chemiz manch-long,Haitian
shiver,v tranble (fredi),Haitian
shock,n chok,Haitian
shock,v choke,Haitian
shoe,soulye,Haitian
shoot,v tire,Haitian
shop,"n magazen, boutik",Haitian
shop,v achte,Haitian
shore,bòdmè,Haitian
short,"n chòt, nout kanson",Haitian
shoulder,n zepòl,Haitian
shoulder,v sipòte,Haitian
shout,v rele fò show,Haitian
show,n program,Haitian
shower,n douch,Haitian
shower,v. binyin,Haitian
shrink,retresi,Haitian
shut,v fèmen,Haitian
shy,timid,Haitian
sick,malad,Haitian
side,"n bò, kote",Haitian
sign,"n siy, pankat",Haitian
sign,v siyen,Haitian
signature,siyati,Haitian
silence,silans,Haitian
silk,swa,Haitian
silly,"enbesil, bèt, komik",Haitian
silver,"ajan, lajan",Haitian
similar,"sanble, genlè menm",Haitian
simple,senp,Haitian
sin,n peche,Haitian
since,depi,Haitian
sincere,sensè,Haitian
single,"selibatè, grenn",Haitian
sink,"v plonje, koule",Haitian
sip,v sirote,Haitian
sister,sè,Haitian
sit,chita,Haitian
situation,sitiyasyon,Haitian
six,sis,Haitian
sixty,swasant,Haitian
size,"n grosè, dimansyon",Haitian
skate,monte paten,Haitian
skew,krochi,Haitian
skid,patinen,Haitian
skill,talan,Haitian
skin,po,Haitian
skin,v. koche,Haitian
skirt,jip sky,Haitian
slack,"n pantlon, kanson",Haitian
slander,kalomnye,Haitian
slang,jagon,Haitian
slap,v souflete,Haitian
sleek,"swa, dous",Haitian
sleep,v dòmi,Haitian
sleeve,manch,Haitian
slice,n tranch,Haitian
slide,v glise,Haitian
slightly,toupit,Haitian
slim,mens,Haitian
sling,n echap,Haitian
sling,v voye,Haitian
slip,v glise,Haitian
slow,dousman,Haitian
slowly,dousman,Haitian
sluggard,adj parese,Haitian
sly,"rize, sounwa",Haitian
sly fellow,bankoulou,Haitian
small,piti,Haitian
smart,"fò, entelijan",Haitian
smash,v kraze,Haitian
smell,"v santi, pran odè",Haitian
smile,v souri,Haitian
smoke,v fimen,Haitian
smoke,n lafimen,Haitian
smooth,lis,Haitian
smother,"trangle, toufe",Haitian
smoulder,"mijote, konsonmen",Haitian
snack,n goute,Haitian
snail,kalmason,Haitian
snake,koulèv,Haitian
sneeze,v etènye,Haitian
snore,v ronfle,Haitian
snout,"djòl, machwè",Haitian
snow,n lanèj,Haitian
so,"alò, sitèlman, otan",Haitian
so-so,kan sa,Haitian
soak,v tranpe,Haitian
soap,n savon,Haitian
soap,v savonnen,Haitian
sob,v kriye,Haitian
social,sosyal,Haitian
society,"n sosyete, lasosyete",Haitian
sock,chosèt,Haitian
soft,mou,Haitian
soil,v sal,Haitian
soldier,solda,Haitian
solemn,solanèl,Haitian
solid,"fèm , solid",Haitian
solution,"n solisyon, tranpe",Haitian
solve,rezoud,Haitian
somber,sonm,Haitian
some,"enpe, kèk",Haitian
some (pl article),de,Haitian
somebody,yon moun,Haitian
somehow,enpòt kijan,Haitian
something,"bayay, kichoy",Haitian
son,"pitit gason, fis",Haitian
son-in-law,bofis,Haitian
song,chante,Haitian
soon,talè,Haitian
sore,kòkraz,Haitian
sorrow,chagren,Haitian
sorry,v regrèt,Haitian
soul,nanm,Haitian
sound,son,Haitian
sound,v. sonnen,Haitian
soup,"soup, lasoup",Haitian
sour,si,Haitian
south,"sid, nansid",Haitian
Souteast Asia,Azi di Disès,Haitian
soviet,sovyetik,Haitian
sow,v simen,Haitian
space,"plas, espas",Haitian
Spanish,"panyol, panyèl",Haitian
spare,derechany,Haitian
sparkle,c klere,Haitian
speak,pale,Haitian
special,espesyal,Haitian
spectacle,"spektak, program",Haitian
speed,n vitès,Haitian
spelling,"òtograf, ètograf",Haitian
spend,v depanse,Haitian
spice,zepis,Haitian
spider,zariyen,Haitian
spill,devide,Haitian
spin,vire,Haitian
spinster,vyèyfi,Haitian
spirit,"lespir, move zèspit",Haitian
in spite of,malgre,Haitian
slendid,splandid,Haitian
split,v separe,Haitian
spoil,v gate,Haitian
spoon,kiyè,Haitian
spot,tach,Haitian
spread,v gaye,Haitian
spring,resò spring (the season),Haitian
square,adj kare,Haitian
square (plaza),plas,Haitian
squash,"n joumou, kalbas",Haitian
squash,v kraze,Haitian
stage,etap,Haitian
stair,eskalye,Haitian
stammer,bege,Haitian
stamp,n tenm,Haitian
stamp,v tenbre,Haitian
stand,v kranpe,Haitian
stand,n etanda,Haitian
standard,estanda,Haitian
star,"etwal, setwal",Haitian
stare,"fikse, gade fiks",Haitian
start,v stat,Haitian
get started,derape,Haitian
starve,"grangou, mouri grangou",Haitian
state,"n leta, eta",Haitian
state,v deklare,Haitian
station,stasyon,Haitian
statistic,estatistik,Haitian
status,estati,Haitian
stay,rete,Haitian
steady,fiks,Haitian
steal,"vole, vòlè",Haitian
steam,vapè,Haitian
steel,asye,Haitian
steering wheel,volan,Haitian
step,"pa, mach",Haitian
stew,bouyon,Haitian
stick,baton,Haitian
still,"gildiv, toujou",Haitian
stingy,kripya,Haitian
stocking,ba,Haitian
stomach,"vant, anbativant",Haitian
stone,ròch,Haitian
stool,taboure,Haitian
stop,n stop stop,Haitian
store,"n boutik, magazen",Haitian
storm,"van, move tan, loraj",Haitian
story,"istwa, kont",Haitian
story (floor),etaj,Haitian
stove,recho,Haitian
straight,dwat,Haitian
straight ahead,tou dwat,Haitian
strain,v fòse,Haitian
strange,"dròl, etranj",Haitian
strangle,trangle,Haitian
strategy,estrateji,Haitian
straw,"pay, chalimo",Haitian
stream,"sousdlo, rivyè",Haitian
street,"ri, lari",Haitian
strength,"fòs, kouraj, pwisans",Haitian
stress,tansyon,Haitian
stretch,v rale,Haitian
strict,strik,Haitian
strike,v frape,Haitian
string,"fisèl, kòd",Haitian
strong,"gen kouraj, fò",Haitian
structure,estrilti,Haitian
struggle,"n batay, lit, boule",Haitian
struggle,v lite,Haitian
stuck,bare,Haitian
student,elèv,Haitian
study,etidye,Haitian
stupid,estipid,Haitian
stupidity,sòt,Haitian
subject,sijè,Haitian
submit,"soumèt, remèt",Haitian
subscribe,"v abòne, souskri",Haitian
suburb,fobou,Haitian
succeed,reisi,Haitian
success,siksè,Haitian
such,"kalite, tèl",Haitian
such a way,tèlman,Haitian
suck,v souse,Haitian
suddenly,sanzatann,Haitian
suffer,v soufri,Haitian
sugar,sik,Haitian
suggest,v sijere,Haitian
suggestion,sijesyon,Haitian
suicide,n sisid,Haitian
suicide (commit ...),v siside,Haitian
suit,n kostim,Haitian
suit,"v byen tonbe, fè prosè",Haitian
suitcase,valiz,Haitian
sullen,mòksis,Haitian
summer,"ete, lete",Haitian
summon,konvoke,Haitian
sun,"solèy, sole",Haitian
Sunday,dimanch,Haitian
sunflower,"flè, solèy",Haitian
sunglasses,youn kat je nwwa,Haitian
superior,siperyè,Haitian
supervise,sipevize,Haitian
supply,v founi,Haitian
support,"v sipòte, soutni",Haitian
suppose,v sipoze,Haitian
supreme,siprèm,Haitian
supreme court,lakou siprèm,Haitian
sure,"sèten, si, asire",Haitian
make sure,pou pi si,Haitian
surely,siman,Haitian
surface,anlè,Haitian
surgeon,chirijyen,Haitian
surprise,n sipriz,Haitian
be suprised,sezi,Haitian
surrender,v baylegen,Haitian
survive,"siviv, chape",Haitian
suspect,adj sispèk,Haitian
suspect,v sispekte,Haitian
suspend,sispann,Haitian
suspicion,suspisyon,Haitian
suspicous,sispèk,Haitian
swallow,v vale,Haitian
swear,jire,Haitian
sweat,"sue, swe",Haitian
sweep,bale,Haitian
sweet,"dous, sikre",Haitian
sweet potato,patat,Haitian
swell,anfle,Haitian
swift,rapid,Haitian
swim,naje,Haitian
swimming pool,pisin,Haitian
swine,kochon,Haitian
swing,n balansin,Haitian
swing,v balanse,Haitian
switch,n switch,Haitian
switch,"v chanje, pase",Haitian
syllable,silab,Haitian
Syrian,siryen,Haitian
syringe,sereng,Haitian
system,"sistèm,S,sa tout fason - anyway ,sab - sand ,sachè - bag ,sadepan - that depends",Haitian
table,"tab, tablo",Haitian
table below,tablo ki anda,Haitian
tail,"lake, ke",Haitian
tailor,tayè,Haitian
take,v pran,Haitian
take care of,regle,Haitian
take out,rale,Haitian
tale,"istwa, kont",Haitian
talk,"v pale, koze",Haitian
talk,n koze,Haitian
tall,ro,Haitian
tame,donte,Haitian
tangle,mele,Haitian
tap,v tape,Haitian
tape,tep,Haitian
tape recorder,n tep,Haitian
target,v vize,Haitian
tart,brak,Haitian
task,travay,Haitian
taste,n gou,Haitian
taste,v goute,Haitian
tax,n taks,Haitian
tea,te,Haitian
teach,"montre, anseye",Haitian
team,ekip,Haitian
tear,v dechire,Haitian
tear open,dekond,Haitian
tease,toumante,Haitian
technical,teknik,Haitian
technology,teknoloji,Haitian
tedious,fatigan,Haitian
teenager,tinedjè,Haitian
telegram,depèch,Haitian
telephone,telefonn,Haitian
tell,"rakonte, di",Haitian
tell a joke,ba blag,Haitian
tell a lie,ba manti,Haitian
temper,n tanperaman,Haitian
tempest,tanpèt,Haitian
temple,tanp,Haitian
temporary,tanporè,Haitian
tempt,tante,Haitian
ten,dis,Haitian
tenant,lokatè,Haitian
tender,"adj tann, sansib",Haitian
tense,"adj enève, rèd",Haitian
tent,tant,Haitian
term,tèm,Haitian
terrible,terib,Haitian
terror,laterè,Haitian
test,"n tès, egzamen",Haitian
than all,pasè tout,Haitian
thank,remèsye,Haitian
thank god,gras a dye,Haitian
theater,teat,Haitian
then,"alò, atò",Haitian
there,la,Haitian
there is,are,Haitian
there it is,vwala,Haitian
therefore,donk,Haitian
they,yo,Haitian
thick,epè,Haitian
thief,vòlè,Haitian
thigh,kuis,Haitian
thin,fen,Haitian
thing,bagay,Haitian
think,"reflechi, panse, kwè",Haitian
third,trwazyèm,Haitian
thirst,swèf,Haitian
thirsty,swèf,Haitian
thirteen,trèz,Haitian
thirty,trant,Haitian
Thomas,Toma,Haitian
thought,panse,Haitian
thousand,mil,Haitian
thread,n fil,Haitian
threat,n menas,Haitian
threaten,v menase,Haitian
three,twa,Haitian
throat,gòj,Haitian
throw,"voye, lage",Haitian
thumb,pous,Haitian
thunder,loray,Haitian
thunder,v. tonen,Haitian
Thursday,jedi,Haitian
ticket,"tikè, biye",Haitian
tidy,pwòp,Haitian
tie,n kravat,Haitian
tie,"v mare, bande",Haitian
tie down,mare tighten,Haitian
till,"jis, jiska",Haitian
timber,bwa chapant,Haitian
time,"lè(when), tan(general), fwa(number of ..),,    kou",Haitian
timid,"timid, kazwèl",Haitian
tiny,toupiti,Haitian
tip,tèp,Haitian
tire,n. kaoutchou,Haitian
tire,v fatige,Haitian
tired,fatige,Haitian
tissue,papye twalèt,Haitian
title,n tit,Haitian
to,"a, nan",Haitian
toast,n. pen grye,Haitian
today,jodi,Haitian
toe,zòtèy,Haitian
together,ansanm,Haitian
toil,"v travay di, trimen",Haitian
tomato,tomat,Haitian
tomb,tonm,Haitian
tomorrow,demen,Haitian
the day after tomorrow,aprè demen,Haitian
tongue,lang,Haitian
tonight,aswè,Haitian
too,"tou, trò",Haitian
tool,zouti,Haitian
tooth,dan,Haitian
top,tèt,Haitian
on top of,"sou, sous",Haitian
torch,tòch,Haitian
tortoise,tòti,Haitian
torture,v malmennen,Haitian
total,total,Haitian
touch,"v touche, manyen",Haitian
tough,rèd,Haitian
tourist,touris,Haitian
toward,vè,Haitian
towel,sèvyèt,Haitian
town,"vil, lavil",Haitian
toy,jwèt,Haitian
trace,v trase,Haitian
trace,n tras,Haitian
track,v suiv,Haitian
trade,n metye,Haitian
traffic,trafik,Haitian
train,tren,Haitian
traitor,trèt,Haitian
transfer,v transfere,Haitian
transfer,n transfè,Haitian
translate,tradui,Haitian
transportation,transpè,Haitian
trash,n fatra,Haitian
trash,v tòchonnen,Haitian
travel,n vwayaj,Haitian
travel,v vwayaje,Haitian
treasure,trezò,Haitian
treat,v trete,Haitian
tree,pyebwa,Haitian
tremble,tranble,Haitian
tress,très,Haitian
trigonometry,trignometri,Haitian
trim,v bòdu,Haitian
trip,"n vwayaj, liny, tounen",Haitian
trouble,"n problèm, troub",Haitian
trouble,trouble,Haitian
trousers,pantalon,Haitian
truck,kamyon,Haitian
true,vre,Haitian
truly,vrèman,Haitian
trunk,kòf,Haitian
trust,v fè konfyans,Haitian
truth,"laverite, verite",Haitian
try,v eseye,Haitian
Tuesday,madi,Haitian
tune,mizik,Haitian
turkey,kodenn,Haitian
turn,"tounen, vire",Haitian
tutor,n profesè,Haitian
twelve,douz,Haitian
twenty,ven,Haitian
twice,defwa,Haitian
twin,jimo,Haitian
twist,v tòde,Haitian
two,de,Haitian
type,jan,Haitian
"rapid, fast, quick",taptap,Haitian
"small passenger truck, small pickup for Public transportation",TapTap,Haitian
ugly,lèd,Haitian
umbrella,parapli,Haitian
unable,enkapab,Haitian
unbearable,ensipòtab,Haitian
uncle,"tonton, monnonk",Haitian
uncommon,estraòdinè,Haitian
unconscious,san konesans,Haitian
under,anba,Haitian
undergo,sibi,Haitian
underground,anbatè,Haitian
understand,konprann,Haitian
understanding,konesans,Haitian
undo,defè,Haitian
uneven,"inegal, ansibreka",Haitian
unfortunately,malerezman,Haitian
unhappy,"tris, pa kontan",Haitian
unify,inifye,Haitian
union,"inyon, maryaj, sendika",Haitian
unit,"inite, grenn",Haitian
unite,"ini, mare",Haitian
United Nations,Nasyonini,Haitian
United States,Zetazini,Haitian
in the U S,ozetazini,Haitian
U.S. History,Istwa Etazini,Haitian
unity,inite,Haitian
university,inivèsite,Haitian
unknown,etranj,Haitian
until,"jis, jiska, jiskaske",Haitian
up,"anlè, anro, soutèt",Haitian
up to,jouk,Haitian
up-to-date,"resan, ajou",Haitian
upset,"fache, deranje, trouble",Haitian
urbanization,ibanizasyon,Haitian
urge,"ankouraje, rekòmande",Haitian
us,nou,Haitian
use,itilize,Haitian
have use for,sèvi ak,Haitian
used,"ize, dokazyon, dezyèm men",Haitian
used to,konn,Haitian
useful,itil,Haitian
usual,"òdinè, selon lizaj",Haitian
utensil,istansil,Haitian
utility,itilite,Haitian
utterance,"espresyon,\t,    u",Haitian
leather,"ui, tchwi",Haitian
eight,"    uit (ui, wit) ",Haitian
eighth,uityèm,Haitian
bind,uni,Haitian
custody,"uveyans, V",Haitian
V ~ Kreyol pronunciation ( Ve ) ( as in very ) vacation,vakans,Haitian
vagabond,adj. eran,Haitian
vagabond,"n vakabon, voryen",Haitian
vague,"vag, raz",Haitian
vain,chèlbè,Haitian
valiant,vanyan,Haitian
valid,valid,Haitian
valise,valiz,Haitian
valley,"savann, plato",Haitian
valuable,valab,Haitian
value,valè,Haitian
valve,valv,Haitian
vanilla,vaniy,Haitian
vanish,disparèt,Haitian
vanquish,"venk, genyen",Haitian
vapor,vapè,Haitian
variation,varyasyon,Haitian
various,divès,Haitian
varnish,adj,Haitian
vary,n. varye,Haitian
vast,vast,Haitian
vegetable,legim,Haitian
vehicle,machin,Haitian
vend,vann,Haitian
venerate,"venere, respekte",Haitian
ventilated,aere,Haitian
venture,"negòs, antrepriz",Haitian
venture,v. riske,Haitian
verdict,"desizyon, jijman",Haitian
vermin,"parazit, vèmin",Haitian
verse,vè,Haitian
version,vèsyon,Haitian
very,"(much)anpil, trè, bien, (the same) menm",Haitian
vex,vekse,Haitian
vice versa,adv. ale pou vini,Haitian
vice,"vis, mani",Haitian
victim,viktim,Haitian
victory,viktwa,Haitian
view,v egzamine,Haitian
village,"bouk, vilaj",Haitian
vinegar,vinèg,Haitian
violate,"vyole, dezobeyi",Haitian
violation,vyolasyon,Haitian
violet,vyolèt,Haitian
virgin,"tif, vyèj",Haitian
visa,visa,Haitian
vision,vizyon,Haitian
vital,"vital, serye",Haitian
vocabulary,vokabilè,Haitian
vogue,lamòd,Haitian
voice,n vwa,Haitian
voice,v. prononse,Haitian
volume,volim,Haitian
volunteer,volontè,Haitian
vomit,n vomi,Haitian
vote,n vòt,Haitian
vote,v vote,Haitian
voter registration,enskripsyon elektè,Haitian
voudou (voodoo),voodoo,Haitian
voyage,"vwayaj,    v",Haitian
cow,vach,Haitian
"wave, ignore",vag,Haitian
vacation,vakans,Haitian
vaccination,vaksen,Haitian
vaccinate,vaksinen,Haitian
value,valè,Haitian
friday,vandredi,Haitian
vanilla,vaniy,Haitian
"truth, true",verite,Haitian
glass,vè,Haitian
vein,venn,Haitian
vessel,vesèl,Haitian
life,vi,Haitian
empty,vid,Haitian
city,vil,Haitian
town,vil,Haitian
village,vilaj,Haitian
drill,vilbreken,Haitian
come,vini,Haitian
arrival,vini,Haitian
virus,viris,Haitian
screw,vise,Haitian
fast,vit,Haitian
speed,vitès,Haitian
visit,vizit,Haitian
to visit,visite,Haitian
vision,vizyon,Haitian
want,vle,Haitian
veal,vo,Haitian
flight,vol,Haitian
fly,vole,Haitian
steal,volè,Haitian
voluntary,volontè,Haitian
vote,vote,Haitian
send,voye,Haitian
ejaculation,voye,Haitian
"to dismiss, send away",voye ale,Haitian
to throw away,voye jete,Haitian
true,vre,Haitian
voice,vwa,Haitian
veil,vwal,Haitian
hymen,vwal twou pati yon fi,Haitian
travel,vwayaj,Haitian
trip,vwayaj,Haitian
neightbor,vwazen,Haitian
meat,vyann,Haitian
old,vye,Haitian
aged,vye,Haitian
ancient,vye,Haitian
virgin,vyèj,Haitian
spinster,vyèyfi,Haitian
age,vyeyi,Haitian
vomit,vomi,Haitian
violent,vyolan,Haitian
violation,vyolasyon,Haitian
violate,vyole (dezobeyi),Haitian
rape,vyole,Haitian
ravish,vyole,Haitian
violet,vyolèt,Haitian
wade,patoje,Haitian
wage,"n salè, peròl",Haitian
wager,n paryaj,Haitian
wager,v parye,Haitian
wagon,charyo,Haitian
wail,"jemi, rèl",Haitian
waist,"ren, tay, senti",Haitian
wait,tann,Haitian
waiter,gason,Haitian
wake,n veye,Haitian
wake,v reveye,Haitian
wake up,leve,Haitian
walk,v mache,Haitian
walk,demach :to take a walk - fè youn vire,Haitian
walking,adj. a pye,Haitian
wall,"mi, panno",Haitian
wallet,bous,Haitian
wander,flannen,Haitian
wane,n dekadans,Haitian
wane,v ronbe,Haitian
want,"vle, bezwen, anvi",Haitian
war,lagè,Haitian
ward,"pare, detounen, sal",Haitian
wardrobe,(l)amwa,Haitian
warehouse,depo,Haitian
warm,tyèd,Haitian
warmth,chalè,Haitian
warn,"prevni, acèti",Haitian
warning,avètisman,Haitian
warrant,"n manda, chèk",Haitian
warrant,v garanti,Haitian
wart,"bouton, zanpoud",Haitian
wash,v lave,Haitian
wash,n lesiv,Haitian
wash up,fè twalèt (li),Haitian
washable,netwayabe,Haitian
washbasin,"kivèt, lavado",Haitian
washcloth,"sèvyèt twalèt, ti sèvyèt",Haitian
washing,lavaj,Haitian
washing of pubic region,fè twalèt deba,Haitian
washtub,"benwa, basin",Haitian
wasp,gèp,Haitian
waste,n gaspiyaj,Haitian
waste,v gaspiye,Haitian
watch,n mont (as in time),Haitian
watch,"v gade, siveye, veye (as in eye)",Haitian
watch for,siveye,Haitian
watch out,pinga!,Haitian
water,dlo,Haitian
wave,n vag,Haitian
wave,v flote,Haitian
way,"jan, chemen",Haitian
be on one's way,ap rive,Haitian
wax,lasi,Haitian
we,"nou', "" n'""]",Haitian
weak,fèb,Haitian
weaken,febli,Haitian
wealth,"fòtin, byen",Haitian
weapon,zam,Haitian
wear,"v pote, mete",Haitian
weariness,fatig,Haitian
weather,"klima, tan",Haitian
weave,"v tise, mare",Haitian
web,filareye,Haitian
wedding,maryaj,Haitian
Wednesday,mèkredi,Haitian
weed,raje,Haitian
week,"semèn, senmenn",Haitian
weep,kriye,Haitian
weigh,peze,Haitian
weigh anchor,derape,Haitian
weight,pwa,Haitian
welcome,n bèlantre,Haitian
welcome,v byenvini,Haitian
you're welcome,de ryen,Haitian
welfare,byennèt,Haitian
well,"n sous, piu",Haitian
well,"adj byen, bon",Haitian
well then,en ben,Haitian
as well as,byen ke,Haitian
werewolf,lougarou,Haitian
west,"lwès, nan lwès",Haitian
Western Europe,Ewèp Oksidantal,Haitian
wet,mouye,Haitian
whale,balèn,Haitian
wharf,waf,Haitian
what,kisa,Haitian
whatever,"nenpòt, kèlkeswa",Haitian
wheat,ble,Haitian
wheel,rou,Haitian
when,"le, kou, kan, kilè, likè",Haitian
whence,kidonk,Haitian
whenever,nepòt kilè,Haitian
where,"kikote, kibò",Haitian
whet,ile,Haitian
which,"kilès, ke, ki",Haitian
while,pandan,Haitian
whim,kapris,Haitian
whirl,toubiyon,Haitian
whisky,wiski,Haitian
whisper,v chuichui,Haitian
whistle,n siflèt,Haitian
white,blan,Haitian
who,"kimoun, kilès",Haitian
whole,"antye, tout",Haitian
wholly,konplètmewhy,Haitian
whore,bouzin,Haitian
wicked,mechan,Haitian
wide,laj,Haitian
width,lajè,Haitian
widow,vèv,Haitian
widower,vèf,Haitian
wife,"madanm, fanm",Haitian
wild,sovaj,Haitian
will,n volunte,Haitian
will,"v a, av, ava, va",Haitian
win,v genyen,Haitian
wind,n van,Haitian
window,fenèt,Haitian
wine,diven,Haitian
wing,zèl,Haitian
wink,"fèjefou, fèsiyo",Haitian
winner,gayan,Haitian
winter,livè,Haitian
wipe,siye,Haitian
wire,"fil elektrik, kab",Haitian
wisdom,lasajès,Haitian
wise,saj,Haitian
wish,v swete,Haitian
wit,"wntelijans, konprann",Haitian
witch,sòsyè,Haitian
with,"ak, avèk",Haitian
withdraw,"v retire, rale soti",Haitian
wither,fennen,Haitian
withhold,kenbe,Haitian
within,andedan,Haitian
without,"san, deyò",Haitian
withstand,"v reziste, sipòte",Haitian
witness,n temwen,Haitian
witness,"v ateste, wè",Haitian
wizard,sòsye,Haitian
woman,"fanm, fi, madanm, (pl. medanm)",Haitian
wonder,n mèvèy,Haitian
wonder,v etone,Haitian
wood,bwa,Haitian
wool,lenn,Haitian
word,mo,Haitian
work,travay,Haitian
work (to function),mache,Haitian
worker,"ouvriye, travayè",Haitian
world,lemonn,Haitian
worm,vè,Haitian
worry,n traka,Haitian
worry,v trakase,Haitian
worse,pi mal,Haitian
worth,valè,Haitian
worthy,merite,Haitian
wound,n blesi,Haitian
wound,v blese,Haitian
wow!,mezanmi! papa!,Haitian
wrap,vlope,Haitian
wrestle,lite,Haitian
wretch,mizè,Haitian
wretched,mizerab,Haitian
wring,"v tòde, tòdye",Haitian
wrinkle,"n rid, chifone",Haitian
wrist,ponyèt,Haitian
write,ekri,Haitian
wrong,"move, mal, pa sa",Haitian
wrought,"fòje,    w",Haitian
king,wa,Haitian
wharf,waf,Haitian
harbor,waf,Haitian
see,wè,Haitian
witness,wè,Haitian
role,wèl,Haitian
remove,wete,Haitian
yes,wi,Haitian
whisky,wiski,Haitian
wit,wntelijans (konprann),Haitian
tall,wo,Haitian
high,wo,Haitian
robe,wòrbdechanm,Haitian
rock,wòch,Haitian
round,won,Haitian
disgrace,wont,Haitian
height,wotè,Haitian
wheel,wou,Haitian
hoe,wou,Haitian
red,wouj,Haitian
fool,woule,Haitian
fool,woule,Haitian
ride,woulib,Haitian
roller,woulo,Haitian
group,woup (v. gwoupe),Haitian
route,wout,Haitian
road,wout,Haitian
way,wout,Haitian
sesame,wowoli,Haitian
pink,woz,Haitian
bow tie,"wozèt,  X ~ Kreyol pronunciation ( iks ) ,    -( i sounds like an e = eeks ) ",Haitian
x-ray,radyografi,Haitian
xenophobia,"zenofobi, pé etranje",Haitian
xerox,fotokopye,Haitian
xmas,nwèl,Haitian
xylophone,"zilofòn,Y,Y ~ Kreyol pronunciation ( igreg ),-( i sounds like an e = egreg ) ",Haitian
yard,lakou,Haitian
yard (3 feet),twa pye,Haitian
yarn,fil,Haitian
yawn,baye,Haitian
year,"ane, lane",Haitian
yearn,sipliye,Haitian
yeast,leven,Haitian
yell,"rele, kriye",Haitian
yellow,jòn,Haitian
yes,wi,Haitian
yesterday,yè,Haitian
yet,"deja, anko, toujou",Haitian
yield,"donnen, bay",Haitian
yolk,jònze,Haitian
yonder,laba,Haitian
you,ou,Haitian
young,"jèn, jenn",Haitian
your,ou,Haitian
yourself,ou-menm,Haitian
youth,lajenès,Haitian
yam,yanm,Haitian
dance rhythm (:voodoo),yanvalou,Haitian
kind of fish - kind of dance,yaya,Haitian
last night,yè oswa (yè swa),Haitian
to be (kouman ou ye?,ye,Haitian
yesterday,yè,Haitian
t whine (complain),yenyen (nyennyen),Haitian
"feud, quarrel",yingyang,Haitian
"they, them, their",yo,Haitian
iodine,yòd (iyòd),Haitian
iodized,yòde (iyòde),Haitian
yogurt,yogout,Haitian
"a, an",yon,Haitian
somebody,yon moun,Haitian
one-way,yon sans,Haitian
once,yon fwa,Haitian
someone,yon moun,Haitian
unit,youn,Haitian
one,youn (yonn),Haitian
tapeworm,youyou [ loulou(t) ],Haitian
yo-yo (toy),yoyo,Haitian
penis,yoyo (yoyo-l),Haitian
zeal,anprèsman,Haitian
zero,zewo,Haitian
zest,antren,Haitian
zigzag,"zigzag,  zigzage",Haitian
zinc,zenk,Haitian
zip,"zip,  zipe",Haitian
zip code,kòd postal,Haitian
zone,"zòn, rejyon",Haitian
zoo,zou,Haitian
zoom,"rale,Z",Haitian
avocado,zaboka,Haitian
"matter, affair, situation. belongings",zaf? (af?),Haitian
weapon,zam,Haitian
lizard,zandolit,Haitian
eel,zangi,Haitian
classmate,zanmi lekol,Haitian
"buddy, partner",zanmi (patnè),Haitian
acquaintance,zanmi,Haitian
friend,zanmi,Haitian
pineapple,zannanna,Haitian
earings,zanno,Haitian
Antilles,Zantiy,Haitian
entrails,zantray,Haitian
gut,zantray,Haitian
spider,zariyen,Haitian
oar,zaviron,Haitian
caviar,zè,Haitian
egg,zè,Haitian
"grass, hay.",zèb,Haitian
needle,"  zegui (zegi, egui) ",Haitian
lightning,zeklè (eklè),Haitian
wing,zèl,Haitian
hook,zen (v. kwoke),Haitian
zinc,zenk,Haitian
fragment of broken glass,zenglen,Haitian
bandits - armed criminals operating on their own or recruited to,"zenglendo,  terrorize or kill.",Haitian
xenophobia,zenofobi,Haitian
pin,zepeng,Haitian
herb,zepis,Haitian
spice,zepis,Haitian
shoulder,zèpòl,Haitian
armpit,zesèl,Haitian
United States,zetazini,Haitian
star,zetwal,Haitian
charity,zèv,Haitian
zero,zèwo,Haitian
zigzag,zigzage,Haitian
island,zile,Haitian
xylophone,zilofòn,Haitian
gossip,Zin,Haitian
zip,"zip, (v. zipe)",Haitian
zip,zipe,Haitian
bone,zo,Haitian
"skeleton like, walking skeleton",zòkò,Haitian
rib,zokòt,Haitian
zone,zòn,Haitian
area,zòn,Haitian
ghost - zombi,zonbi,Haitian
fingernail - toenail,zong,Haitian
nip,"  zongle (koupe, kase boujon) ",Haitian
pinch,zongle,Haitian
onion,zonyon,Haitian
orange,zoranj,Haitian
ear,zorèy,Haitian
pillow,zorye,Haitian
toe,zotèy,Haitian
zoo,zou,Haitian
tool,zouti,Haitian
oyster,zuit (zwit),Haitian
goose,zwa,Haitian
bird,zwazo,Haitian
eye,zye,Haitian
